ROCCHI;MARIA GRAZIA;mgrocchi;Y
ROMANI;PAOLO;_paolo_romani_;Y
ROMANINI;GIUSEPPE;bepperomanini;Y
ROMANO;LUCIO;LucioRomano02;Y
ROMANO;ANDREA;AndreaRomano9;Y
ROMANO;PAOLO NICOLÒ;romanopaolo;N
ROMANO;FRANCESCO SAVERIO;SaverioRomano;Y
ROSATO;ETTORE;Ettore_Rosato;Y
ROSSI;GIANLUCA;GianlRossi;Y
ROSSI;DOMENICO;DomenicoRossi51;Y
ROSSOMANDO;ANNA;RossomandoPd;Y
ROSTAN;MICHELA;MichelaRostan;Y
ROSTELLATO;GESSICA;GeRostellato;Y
ROTONDI;GIANFRANCO;grotondi;N
ROTTA;ALESSIA;alessiarotta;Y
RUBINATO;SIMONETTA;SRubinato;Y
RUGHETTI;ANGELO;AngeloRughetti;Y
RUOCCO;CARLA;carlaruocco1;N
RUSSO;PAOLO;_PaoloRusso_;N
SACCONI;MAURIZIO;MaurizioSacconi;Y
SAGGESE;ANGELICA;asagge;Y
SALTAMARTINI;BARBARA;BSaltamartini;N
SANGA;GIOVANNI;GiovanniSanga;Y
SANGALLI;GIAN CARLO;GCSangalli;Y
SANI;LUCA;LucaSani65;N
SANNA;FRANCESCO;SenSanna;Y
SANNICANDRO;ARCANGELO;Sannicandro_A;N
SANTERINI;MILENA;MilenaSanterini;Y
SARTI;GIULIA;GiuliaSarti86;N
SAVINO;ELVIRA;elvirasavino;N
SAVINO;SANDRA;Sandra_Savino;N
SBERNA;MARIO;MarioSberna;Y
SBROLLINI;DANIELA;DaniSbrollini;Y
SCAGLIUSI;EMANUELE;E_Scagliusi;N
SCALFAROTTO;IVAN;ivanscalfarotto;N
SCALIA;FRANCESCO;f_scalia;Y
SCANU;GIAN PIERO;GianPiero_Scanu;Y
SCHIFANI;RENATO GIUSEPPE;RenatoSchifani;Y
SCHIRÒ;GEA;geaschiro;Y
SCIBONA;MARCO;loscibo;N
SCILIPOTI;DOMENICO;DSCLIPOTI;N
SCOMA;FRANCESCO;francesco_scoma;N
SCOPELLITI;ROSANNA;ScopelliTweet;Y
SCOTTO;ARTURO;Arturo_Scotto;N
SCUVERA;CHIARA;chiarascuvera;Y
SEGONI;SAMUELE;samuelesegoni;N
SENALDI;ANGELO;angelo_senaldi;Y
SERENI;MARINA;MarinaSereni;Y
SERRA;MANUELA;serramanuela5;N
SGAMBATO;CAMILLA;camillasgambato;Y
SIBILIA;CARLO;carlosibilia;N
SILVESTRO;ANNALISA;ALSilvestro;Y
SIMEONI;IVANA;IVANASIMEONI;N
SIMONI;ELISA;simoni_elisa;Y
SISTO;FRANCESCO PAOLO;f_p_sIsto;N
SONEGO;LODOVICO;LodovicoSonego;Y
SORIAL;GIRGIS GIORGIO;SorialGiorgio;N
SOTTANELLI;GIULIO CESARE;sottanelli;Y
SPADONI;MARIA EDERA;mariaederaM5S;N
SPERANZA;ROBERTO;robersperanza;Y
SPESSOTTO;ARIANNA;SpessottoAri;N
SPILABOTTE;MARIA;SenMSpilabotte;Y
SQUERI;LUCA;LucaSqueri;N
STEFANI;ERIKA;erika_stefan;N
STEFANO;DARIO;DarioStefano;N
STUCCHI;GIACOMO;giacomos;N
SUSTA;GIANLUCA;GianlucaSusta;Y
TABACCI;BRUNO;BrunoTabacci;Y
TACCONI;ALESSIO;alessiotacconi;Y
TARICCO;MINO;MinoTaricco;Y
TARTAGLIONE;ASSUNTA;asstartaglione;Y
TAVERNA;PAOLA;PaolaTavernaM5S;N
TENTORI;VERONICA;VeronicaTentori;Y
TERZONI;PATRIZIA;PatriziaTerzoni;N
TIDEI;MARIETTA;Mariettatidei;Y
TINAGLI;IRENE;itinagli;Y
TOCCI;WALTER;tocciw;N
TOFALO;ANGELO;AngeloTofalo;N
TOMASELLI;SALVATORE;SalvTomaselli;Y
TONINELLI;DANILO;DaniloToninelli;N
TONINI;GIORGIO;giotoni;Y
TORRISI;SALVO;SalvoTorrisii;Y
TULLO;MARIO;tullomario;Y
TURANO;RENATO GUERINO;RenatoTurano;N
TURCO;TANCREDI;tancrediturco;N
URAS;LUCIANO;LucianoUras;N
VACCA;GIANLUCA;GianlucaVacca;N
VACCARI;STEFANO;Tetovaccari;Y
VACCARO;GUGLIELMO;Vaccaro_G;N
VALDINOSI;MARA;MValdinosi;Y
VALENTE;SIMONE;ValenteM5S;N
VALENTE;VALERIA;ValeriaValente_;Y
VALENTINI;DANIELA;PD_Valentini;Y
VALIANTE;SIMONE;valiante_s;Y
VALLASCAS;ANDREA;AndreaVallascas;N
VARGIU;PIERPAOLO;pierpaolovargiu;N
VATTUONE;VITO;vvattuone;Y
VAZIO;FRANCO;francovazio;Y
VECCHIO;ANDREA;andreavecchio39;Y
VELLA;PAOLO;vellapaolo1;N
VENITTELLI;LAURA;LaVenittelli;Y
VENTRICELLI;LILIANA;L_Ventricelli;Y
VERDINI;DENIS;DenisVerdini;Y
VERDUCCI;FRANCESCO;cescverducci;Y
VEZZALI;MARIA VALENTINA;VVezzali;N
VICARI;SIMONA;SimonaVicari;Y
VICECONTE;GUIDO WALTER CESARE;guidoviceconte;Y
VIGNALI;RAFFAELLO;vignali;Y
VIGNAROLI;STEFANO;SVignaroli;N
VILLAROSA;ALESSIO MATTIA;ale_villarosa;N
VITO;ELIO;elio_vito;N
VOLPI;RAFFAELE;volpi_raffaele;N
ZACCAGNINI;ADRIANO;ZaccagniniAdri;N
ZAMPA;SANDRA;szampa56;Y
ZANETTI;ENRICO;enrico_zanetti;Y
ZANIN;GIORGIO;giorgiozanin_it;Y
ZANONI;MAGDA ANGELA;MagdaZanonii;Y
ZARDINI;DIEGO;DiegoZardini;Y
ZIN;CLAUDIO;ZinClaudio;Y
ZIZZA;VITTORIO;ZizzaVittorio;N
ZOGGIA;DAVIDE;DZoggia;Y
ZOLEZZI;ALBERTO;ZolezziAlberto;N
